FECHA (YYMMDD);HORA (HHMM);;
180907;0100;257,382;
180907;0200;254,624;
180907;0300;253,531;
180907;0400;224,847;
180907;0500;238,899;
180907;0600;246,726;
180907;0700;268,11;
180907;0800;278,214;
180907;0900;292,157;
180907;1000;299,834;
180907;1100;300,698;
180907;1200;234,733;
180907;1300;277,922;
180907;1400;291,663;
180907;1500;283,084;
180907;1600;280,181;
180907;1700;270,775;
180907;1800;272,05;
180907;1900;274,429;
180907;2000;233,906;
180907;2100;284,573;
180907;2200;278,772;
180907;2300;283,789;
180908;0000;300,18;
180908;0100;263,112;
180908;0200;221,126;
180908;0300;183,065;
180908;0400;247,43;
180908;0500;250,569;
180908;0600;278,307;
180908;0700;112,317;
180908;0800;103,684;
180908;0900;18,3121;
180908;1000;292,101;
180908;1100;284,678;
180908;1200;280,545;
180908;1300;277,047;
180908;1400;259,81;
180908;1500;269,826;
180908;1600;283,687;
180908;1700;280,484;
180908;1800;298,033;
180908;1900;280,656;
180908;2000;304,379;
180908;2100;63,1822;
180908;2200;329,729;
180908;2300;79,7615;
180909;0000;102,223;
180909;0100;126,958;
180909;0200;244,027;
180909;0300;161,482;
180909;0400;115,502;
180909;0500;84,0219;
180909;0600;72,8043;
180909;0700;53,4787;
180909;0800;261,866;
180909;0900;27,4197;
180909;1000;290,361;
180909;1100;331,483;
180909;1200;231,051;
180909;1300;250,252;
180909;1400;188,374;
180909;1500;264,28;
180909;1600;244,36;
180909;1700;240,039;
180909;1800;240,007;
180909;1900;321,628;
180909;2000;63,4045;
180909;2100;51,1331;
180909;2200;44,0979;
180909;2300;60,0734;
180910;0000;60,0834;
180910;0100;56,2755;
180910;0200;78,7098;
180910;0300;55,5102;
180910;0400;72,7803;
180910;0500;48,9567;
180910;0600;263,406;
180910;0700;351,38;
180910;0800;45,6747;
180910;0900;285,53;
180910;1000;270,725;
180910;1100;301,392;
180910;1200;284,112;
180910;1300;258,747;
180910;1400;282,052;
180910;1500;275,421;
180910;1600;291,747;
180910;1700;327,852;
180910;1800;349,817;
180910;1900;334,619;
180910;2000;45,2405;
180910;2100;315,546;
180910;2200;45,1329;
180910;2300;323,562;
180911;0000;83,7694;
180911;0100;12,6207;
180911;0200;281,979;
180911;0300;275,465;
180911;0400;269,008;
180911;0500;265,72;
180911;0600;255,037;
180911;0700;229,551;
180911;0800;273,911;
180911;0900;240,38;
180911;1000;217,836;
180911;1100;234,015;
180911;1200;267,781;
180911;1300;281,728;
180911;1400;286,96;
180911;1500;281,144;
180911;1600;254,937;
180911;1700;233,618;
180911;1800;263,98;
180911;1900;272,831;
180911;2000;248,064;
180911;2100;271,164;
180911;2200;280,779;
180911;2300;283,029;
